Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Advances in Distributed Computing and Machine Learning","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-1203-2","Suchismita ChinaraAsis Kumar TripathyKuan-Ching LiJyoti Prakash SahooAlekha Kumar Mishra","2023","http://link.springer.com/book/10.1007/978-981-99-1203-2","Book"
"Robots in Care and Everyday Life","SpringerBriefs in Sociology","","","","10.1007/978-3-031-11447-2","Uwe Engel","2023","http://link.springer.com/book/10.1007/978-3-031-11447-2","Book"
"Methodologies of Affective Experimentation","","","","","10.1007/978-3-030-96272-2","Britta Timm KnudsenMads KroghCarsten Stage","2022","http://link.springer.com/book/10.1007/978-3-030-96272-2","Book"
"Virtual, Augmented and Mixed Reality: Applications in Education, Aviation and Industry","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06015-1","Jessie Y. C. ChenGino Fragomeni","2022","http://link.springer.com/book/10.1007/978-3-031-06015-1","Book"
"Progress in Performance Management","Management for Professionals","","","","10.1007/978-3-030-20534-8","Marc HelmoldWarda Samara","2019","http://link.springer.com/book/10.1007/978-3-030-20534-8","Book"
"Game-based Learning Across the Disciplines","Advances in Game-Based Learning","","","","10.1007/978-3-030-75142-5","Prof. Dr. Carmela ApreaDirk Ifenthaler","2021","http://link.springer.com/book/10.1007/978-3-030-75142-5","Book"
"Storying Pedagogy as Critical Praxis in the Neoliberal University","Rethinking Higher Education","","","","10.1007/978-981-99-4246-6","Mark VicarsLigia Pelosi","2023","http://link.springer.com/book/10.1007/978-981-99-4246-6","Book"
"Advanced Transdisciplinary Engineering and Technology","Advanced Structured Materials","","","","10.1007/978-3-031-01488-8","Dr. Azman IsmailDr. Mohd Amran Mohd DarilProf. Andreas Öchsner","2022","http://link.springer.com/book/10.1007/978-3-031-01488-8","Book"
"Proceedings of the 11th International Conference on Computer Engineering and Networks","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-6554-7","Prof. Qi LiuProf. Xiaodong LiuProf. Bo ChenProf. Yiming ZhangProf. Jiansheng Peng","2022","http://link.springer.com/book/10.1007/978-981-16-6554-7","Book"
"International Relations and Heritage","The Latin American Studies Book Series","","","","10.1007/978-3-030-77991-7","Dr. Rodrigo ChristofolettiMaria Leonor Botelho","2021","http://link.springer.com/book/10.1007/978-3-030-77991-7","Book"
"Terahertz Devices, Circuits and Systems","","","","","10.1007/978-981-19-4105-4","Sudipta DasAnveshkumar NellaShobhit K. Patel","2022","http://link.springer.com/book/10.1007/978-981-19-4105-4","Book"
"Proceedings of International Conference on Communication and Computational Technologies","Algorithms for Intelligent Systems","","","","10.1007/978-981-19-3951-8","Sandeep KumarSaroj HiranwalS. D. PurohitMukesh Prasad","2023","http://link.springer.com/book/10.1007/978-981-19-3951-8","Book"
"Investigating and Preventing Crime in the Digital Era","Legal Studies in International, European and Comparative Criminal Law","","","","10.1007/978-3-031-13952-9","Lorena Bachmaier WinterStefano Ruggeri","2022","http://link.springer.com/book/10.1007/978-3-031-13952-9","Book"
"Instrumentation: Theory and Practice, Part 1","Synthesis Lectures on Mechanical Engineering","","","","10.1007/978-3-031-15246-7","Issam Abu-Mahfouz","2022","http://link.springer.com/book/10.1007/978-3-031-15246-7","Book"
"International Conference on IoT, Intelligent Computing and Security","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-8136-4","Rajeev AgrawalPabitra MitraArindam PalMadhu Sharma Gaur","2023","http://link.springer.com/book/10.1007/978-981-19-8136-4","Book"
"Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications","Communications in Computer and Information Science","","","","10.1007/978-981-99-8296-7","Tran Khanh DangJosef KüngTai M. Chung","2023","http://link.springer.com/book/10.1007/978-981-99-8296-7","Book"
"6th Kuala Lumpur International Conference on Biomedical Engineering 2021","IFMBE Proceedings","","","","10.1007/978-3-030-90724-2","Dr. Juliana UsmanDr. Yih Miin LiewDr. Mohd Yazed AhmadFatimah Ibrahim","2022","http://link.springer.com/book/10.1007/978-3-030-90724-2","Book"
"Nonstationary Systems: Theory and Applications","Applied Condition Monitoring","","","","10.1007/978-3-030-82110-4","Prof. Fakher ChaariJacek LeskowAgnieszka WylomanskaRadoslaw ZimrozAntonio Napolitano","2022","http://link.springer.com/book/10.1007/978-3-030-82110-4","Book"
"Innovations in Intelligent Computing and Communication","Communications in Computer and Information Science","","","","10.1007/978-3-031-23233-6","Mrutyunjaya PandaSatchidananda DehuriManas Ranjan PatraPrafulla Kumar BeheraGeorge A. TsihrintzisSung-Bae ChoCarlos A. Coello Coello","2022","http://link.springer.com/book/10.1007/978-3-031-23233-6","Book"
"Cyber Security, Privacy and Networking","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-8664-1","Prof. Dharma P. AgrawalDr. Nadia NedjahDr. B. B. GuptaGregorio Martinez Perez","2022","http://link.springer.com/book/10.1007/978-981-16-8664-1","Book"
"Agriculture Digitalization and Organic Production","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-3349-2","Andrey RonzhinKarsten BernsAlexander Kostyaev","2022","http://link.springer.com/book/10.1007/978-981-16-3349-2","Book"
"Entrepreneurship and Social Entrepreneurship in the MENA Region","","","","","10.1007/978-3-030-88447-5","Nehme AzouryTaïeb Hafsi","2022","http://link.springer.com/book/10.1007/978-3-030-88447-5","Book"
"COVID Communication","","","","","10.1007/978-3-031-27665-1","Douglas A. VakochJohn C. PollockAmanda M. Caleb","2023","http://link.springer.com/book/10.1007/978-3-031-27665-1","Book"
"The Palgrave Handbook of Macrophenomenology and Social Theory","","","","","10.1007/978-3-031-34712-2","Carlos BelvedereAlexis Gros","2023","http://link.springer.com/book/10.1007/978-3-031-34712-2","Book"
"Multi-Agent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-43264-4","Vadim MalvoneAniello Murano","2023","http://link.springer.com/book/10.1007/978-3-031-43264-4","Book"
"The Aesthetics and Politics of the Online Self","","","","","10.1007/978-3-030-65497-9","Donatella Della RattaGeert LovinkTeresa NumericoDr. Peter Sarram","2021","http://link.springer.com/book/10.1007/978-3-030-65497-9","Book"
"Data Journeys in the Sciences","","","","","10.1007/978-3-030-37177-7","Sabina LeonelliNiccolò Tempini","2020","http://link.springer.com/book/10.1007/978-3-030-37177-7","Book"
"Product-Focused Software Process Improvement","Lecture Notes in Computer Science","","","","10.1007/978-3-030-35333-9","Prof. Dr. Xavier FranchTomi MännistöSilverio Martínez-Fernández","2019","http://link.springer.com/book/10.1007/978-3-030-35333-9","Book"
"Sustainable Design and Manufacturing","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-19-9205-6","Steffen G. ScholzRobert J. HowlettRossi Setchi","2023","http://link.springer.com/book/10.1007/978-981-19-9205-6","Book"
"Internet of Things Based Smart Healthcare","Smart Computing and Intelligence","","","","10.1007/978-981-19-1408-9","Dr. Suparna BiswasChandreyee ChowdhuryBiswaranjan AcharyaChuan-Ming Liu","2022","http://link.springer.com/book/10.1007/978-981-19-1408-9","Book"
"David Lynch","","","","","10.1007/978-3-030-73924-9","Anne Jerslev","2021","http://link.springer.com/book/10.1007/978-3-030-73924-9","Book"
"Recent Advances in Materials Technologies","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-19-3895-5","K. RajkumarElammaran JayamaniP. Ramkumar","2023","http://link.springer.com/book/10.1007/978-981-19-3895-5","Book"
"Learning with Technologies and Technologies in Learning","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-04286-7","Michael E. AuerAndreas PesterDominik May","2022","http://link.springer.com/book/10.1007/978-3-031-04286-7","Book"
"Roof Crack Detection & Face Material Characterization Via Thermal Imaging","Yearbook of Sustainable Smart Mining and Energy 2021","","","","10.1007/978-3-030-84315-1_9","Tobias Wendel-EichholzRalph BaltesTobias MathiakThomas AndreßenElisabeth Clausen","2022","http://link.springer.com/chapter/10.1007/978-3-030-84315-1_9","Chapter"
"How Digital Shadows, New Forms of Human-Machine Collaboration, and Data-Driven Business Models Are Driving the Future of Industry 4.0: A Delphi Study","Forecasting Next Generation Manufacturing","","","","10.1007/978-3-031-07734-0_1","Frank T. PillerVerena Nitsch","2022","http://link.springer.com/chapter/10.1007/978-3-031-07734-0_1","Chapter"
"Value proposition of IoT-based products and services: a framework proposal","Electronic Markets","","32","2","10.1007/s12525-022-00548-w","Graziela MollingAmarolinda Zanela Klein","2022","http://link.springer.com/article/10.1007/s12525-022-00548-w","Article"
"Memory and Intermediality","Memory and Intermediality in Artists’ Moving Image","","","","10.1007/978-3-030-47396-9_2","Sarah Durcan","2021","http://link.springer.com/chapter/10.1007/978-3-030-47396-9_2","Chapter"
"The Promise of 5G","The Economic Value of Digital Disruption","","","","10.1007/978-981-19-8148-7_5","Vijay Kumar","2023","http://link.springer.com/chapter/10.1007/978-981-19-8148-7_5","Chapter"
"Flexible digital manufacturing of timber construction: the design and fabrication of a free-form nexorade","Construction Robotics","","7","2","10.1007/s41693-023-00105-7","Romain MesnilTristan GobinLeo DemontPierre MargeritNicolas DucoulombierCyril DoutheJean-François Caron","2023","http://link.springer.com/article/10.1007/s41693-023-00105-7","Article"
"On periodic growth and shrinkage of glaciers in the Warwan sub-basin, western Himalaya, between 1990 and 2020","Environmental Monitoring and Assessment","","195","3","10.1007/s10661-023-10958-8","Purushottam Kumar GargApoorva MalviyaAparna ShuklaSiddhi GargNilendu Singh","2023","http://link.springer.com/article/10.1007/s10661-023-10958-8","Article"
"Some Reflections on a Phenomenology of Organizations","The Palgrave Handbook of Macrophenomenology and Social Theory","","","","10.1007/978-3-031-34712-2_7","Thomas S. Eberle","2023","http://link.springer.com/chapter/10.1007/978-3-031-34712-2_7","Chapter"
"Cellular 3D-reconstruction and analysis in the human cerebral cortex using automatic serial sections","Communications Biology","","4","1","10.1038/s42003-021-02548-6","Nick Y. LarsenXixia LiXueke TanGang JiJing LinGrazyna RajkowskaJesper MøllerNinna VihrsJon SporringFei SunJens R. Nyengaard","2021","http://link.springer.com/article/10.1038/s42003-021-02548-6","Article"
"Present and Future of Rail Freight: Problems and Challenges","Modern Trends and Research in Intermodal Transportation","","","","10.1007/978-3-030-87120-8_9","Riccardo LicciardelloStefano Ricci","2022","http://link.springer.com/chapter/10.1007/978-3-030-87120-8_9","Chapter"
"Application of Robotic Technology for the Advancement of Construction Industry in Sri Lanka: A Review","The 10th International Conference on Engineering, Project, and Production Management","","","","10.1007/978-981-15-1910-9_4","K. G. A. S. WaidyasekaraMadhawa GamlathSonali Pandithawatta","2020","http://link.springer.com/chapter/10.1007/978-981-15-1910-9_4","Chapter"
"Research on laser stripe characteristics and center extraction algorithm for desktop laser scanner","SN Applied Sciences","","3","3","10.1007/s42452-021-04309-w","Xiaoquan ShiYazhou SunHaitao LiuLinqi BaiChonghao Lin","2021","http://link.springer.com/article/10.1007/s42452-021-04309-w","Article"
"Surface profile-guided scan method for autonomous 3D reconstruction of unknown objects using an industrial robot","The Visual Computer","","38","11","10.1007/s00371-021-02241-z","Metin OzkanSezgin SecilKaya TurgutHelin DutagaciCihan UyanikOsman Parlaktuna","2022","http://link.springer.com/article/10.1007/s00371-021-02241-z","Article"
"Strati-Graphics. Relationships Between Graphics and Photography in Print Advertisement","Proceedings of the 2nd International and Interdisciplinary Conference on Image and Imagination","","","","10.1007/978-3-030-41018-6_36","Giacomo Festi","2020","http://link.springer.com/chapter/10.1007/978-3-030-41018-6_36","Chapter"
"F3—Fast Frequent Fulfilment—Industry–Academic Collaboration","Sustainable Rail Transport","","","","10.1007/978-3-319-78544-8_12","Phil Mortimer","2019","http://link.springer.com/chapter/10.1007/978-3-319-78544-8_12","Chapter"
"Performance evaluation of edge-computing platforms for the prediction of low temperatures in agriculture using deep learning","The Journal of Supercomputing","","77","1","10.1007/s11227-020-03288-w","Miguel A. GuillénAntonio LlanesBaldomero ImbernónRaquel Martínez-EspañaAndrés Bueno-CrespoJuan-Carlos CanoJosé M. Cecilia","2021","http://link.springer.com/article/10.1007/s11227-020-03288-w","Article"
"The Value Embodiment of VR Interactive Technology in Product Design","The 2021 International Conference on Machine Learning and Big Data Analytics for IoT Security and Privacy","","","","10.1007/978-3-030-89508-2_24","Yuwen MaHong ChenHuayun Gao","2022","http://link.springer.com/chapter/10.1007/978-3-030-89508-2_24","Chapter"
"From Success Assurance to Product Development: Data Analysis at Gebrüder Weiss in the Corporate Logistics Department","The Digitalization of Management Accounting","","","","10.1007/978-3-658-41524-2_4","Martin Selb","2023","http://link.springer.com/chapter/10.1007/978-3-658-41524-2_4","Chapter"
"Concept for a Teaching Medium for Immersive Forms of Teaching in Automation Technology","Online Engineering and Society 4.0","","","","10.1007/978-3-030-82529-4_53","Jenny Schaffrath","2022","http://link.springer.com/chapter/10.1007/978-3-030-82529-4_53","Chapter"
"Visual Methodology for the Multi-factor Assessment of Industrial Digital Transformation Components","Digital Transformation in Industry","","","","10.1007/978-3-030-73261-5_6","Andrey I. VlasovVadim A. Shakhnov","2021","http://link.springer.com/chapter/10.1007/978-3-030-73261-5_6","Chapter"
"Digital Warehousing as a Leading Logistics Potential","Sustainable Leadership for Entrepreneurs and Academics","","","","10.1007/978-3-030-15495-0_29","Vera BorisovaKhasan TaymashanovTamila Tasueva","2019","http://link.springer.com/chapter/10.1007/978-3-030-15495-0_29","Chapter"
"Detecting Customer Queue “at-risk” Behaviors Based on Ethograms to Minimize Overall Service Dissatisfaction","Service-Oriented Computing – ICSOC 2017 Workshops","","","","10.1007/978-3-319-91764-1_2","Magali DubossonEmmanuel FragnièreNathalie JunodBettina Willaerts","2018","http://link.springer.com/chapter/10.1007/978-3-319-91764-1_2","Chapter"
"Sensorless evaluation of the ideal timing for oil-change","Forschung im Ingenieurwesen","","83","3","10.1007/s10010-019-00364-3","Jan LotzBernhard BouchéReiko Thiele","2019","http://link.springer.com/article/10.1007/s10010-019-00364-3","Article"
"Environmental Issues with Best Management Practices in Energy and Mineral Production","Proceedings of the 18th Symposium on Environmental Issues and Waste Management in Energy and Mineral Production","","","","10.1007/978-3-319-99903-6_8","Gurdeep Singh","2019","http://link.springer.com/chapter/10.1007/978-3-319-99903-6_8","Chapter"
